id,first_name,last_name,father_first_name,father_last_name,mother_first_name,mother_last_name,street_address,city,state,phone_number
463,Stefa,Swanson,Howard,Swanson,Marlee,Swanson,75 Dayton Road,Dallas,Texas,646-666-2275
464,Doro,Stevenson,Robinson,Stevenson,Constantina,Stevenson,27594 Roth Place,Norfolk,Virginia,502-454-4238
465,Hermione,McAuley,Mac,McAuley,Krissy,McAuley,677 Sunnyside Alley,Kansas City,Missouri,303-626-7695
466,Arlyn,McAllister,Filmer,McAllister,Rikki,McAllister,2858 Oneill Road,Richmond,Virginia,404-149-7548
467,Marylin,McAfee,Dav,McAfee,Malva,McAfee,39727 Meadow Vale Lane,Bethesda,Maryland,210-167-2588
468,Melli,McIlroy,Carleton,McIlroy,Cordi,McIlroy,207 International Hill,Morgantown,West Virginia,702-849-7489
469,Dorri,Rhodes,Stanley,Rhodes,Lyndsie,Rhodes,20 Vidon Terrace,Charlotte,North Carolina,253-304-4571
470,Charita,Johnson,Nicholas,Johnson,Kizzie,Johnson,0592 Golf Center,Largo,Florida,850-115-5521
471,Michele,Javenson,Ellis,Javenson,Wallie,Javenson,3 5th Pass,Honolulu,Hawaii,203-307-2221
472,Rhody,Olson,Kayne,Olson,Babbie,Olson,7864 Morning Street,Irvine,California,309-789-4593
473,Kerianne,Swanson,Ulrick,Swanson,Angel,Swanson,370 Hudson Crossing,Colorado Springs,Colorado,602-189-3745
474,Portia,Stevenson,Rubin,Stevenson,Kikelia,Stevenson,8242 Kings Avenue,El Paso,Texas,989-269-1359
475,Dominica,McAuley,Fletcher,McAuley,Estel,McAuley,4700 Goodland Center,New Haven,Connecticut,413-488-7306
476,Beverlee,McAllister,Elvis,McAllister,Margareta,McAllister,47332 Shopko Junction,Charlotte,North Carolina,619-824-3964
477,Elsy,McAfee,Newton,McAfee,Alicia,McAfee,49979 Helena Point,Hagerstown,Maryland,682-938-8322
478,Holli,McIlroy,Richie,McIlroy,Melinda,McIlroy,4 Hollow Ridge Drive,Athens,Georgia,916-665-4037
479,Betty,Rhodes,Gael,Rhodes,Fayre,Rhodes,47 Northview Plaza,New York City,New York,352-592-8584
480,Madelon,Johnson,Fons,Johnson,Alexis,Johnson,42 Homewood Plaza,Raleigh,North Carolina,503-634-6838
481,Anya,Javenson,Barrie,Javenson,Fifi,Javenson,122 Wayridge Trail,Dallas,Texas,954-860-7735
482,Ianthe,Olson,Giles,Olson,Myrilla,Olson,8 Crest Line Place,Peoria,Illinois,312-331-2220
483,Gwendolyn,Swanson,Trumaine,Swanson,Magdalena,Swanson,136 Summerview Center,New York City,New York,661-796-8008
484,Fidelity,Stevenson,Carlie,Stevenson,Carlynne,Stevenson,5 5th Lane,South Bend,Indiana,202-746-4364
485,Elene,McAuley,Wilmar,McAuley,Catherin,McAuley,8 Springview Way,Philadelphia,Pennsylvania,402-578-6028
486,Karilynn,McAllister,Con,McAllister,Florella,McAllister,90045 Express Trail,San Antonio,Texas,407-402-5655
487,Lorrayne,McAfee,Miner,McAfee,Liesa,McAfee,5 Lakewood Gardens Park,Pensacola,Florida,917-879-1515
488,Eloise,McIlroy,Bartlett,McIlroy,Giustina,McIlroy,4951 Esch Place,Albany,New York,203-920-0624
489,Tim,Rhodes,Rafaellle,Rhodes,Nadiya,Rhodes,59063 Paget Parkway,Los Angeles,California,806-844-6029
490,Emilee,Johnson,Stavro,Johnson,Clarice,Johnson,78277 Eggendart Junction,Pasadena,California,646-623-0877
491,Cyndy,Javenson,Shem,Javenson,Rafa,Javenson,102 Northview Hill,Rochester,New York,202-568-6331
492,Jacquenette,Olson,Alphard,Olson,Malanie,Olson,42916 Lotheville Point,Missoula,Montana,626-265-8130
493,Fifi,Swanson,Filberte,Swanson,Leigha,Swanson,9982 East Trail,Sacramento,California,614-708-9077
494,Leone,Stevenson,Elvis,Stevenson,Georgiana,Stevenson,251 Maple Street,Wilmington,Delaware,202-492-6636
495,Audie,McAuley,Cole,McAuley,Jennica,McAuley,65 Talmadge Place,Palm Bay,Florida,305-536-3297
496,Tiffani,McAllister,Rollo,McAllister,Michaelina,McAllister,2 Michigan Road,Fort Worth,Texas,719-837-2674
497,Cristal,McAfee,Gill,McAfee,Olga,McAfee,4025 Valley Edge Terrace,Indianapolis,Indiana,574-738-0599
498,Casi,McIlroy,Garrot,McIlroy,Amie,McIlroy,9350 Ramsey Point,Tulsa,Oklahoma,515-726-2961
499,Silara,Jameson,Jude,Jameson,Corrinne,Jameson,38834 Clyde Gallagher Hill,Miami,Florida,724-919-5365
500,Ashoka,Wellington,Groverman,Wellington,Sesstra,Wellington,63 Talisman Avenue,Houston,Texas,402-488-8888
